"COU","Country","SOURCE","Source","SERIES","Series","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FRA","France","ADM","Administrative data","TUD","Trade union  density","2015","2015","PC","Percentage","0","Units",,,9,,
"FRA","France","ADM","Administrative data","TUD","Trade union  density","2016","2016","PC","Percentage","0","Units",,,9,,
"FRA","France","ADM","Administrative data","TUD","Trade union  density","2017","2017","PC","Percentage","0","Units",,,8.9,,
"FRA","France","ADM","Administrative data","TUD","Trade union  density","2018","2018","PC","Percentage","0","Units",,,8.8,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","1998","1998","NBR","Number","3","Thousands",,,53910,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","1999","1999","NBR","Number","3","Thousands",,,53210,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","2000","2000","NBR","Number","3","Thousands",,,53790,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","2001","2001","NBR","Number","3","Thousands",,,54130,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","2002","2002","NBR","Number","3","Thousands",,,53480,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","2003","2003","NBR","Number","3","Thousands",,,53730,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","2004","2004","NBR","Number","3","Thousands",,,53710,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","2005","2005","NBR","Number","3","Thousands",,,54160,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","2006","2006","NBR","Number","3","Thousands",,,55230,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","2007","2007","NBR","Number","3","Thousands",,,55780,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","2008","2008","NBR","Number","3","Thousands",,,55860,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","2009","2009","NBR","Number","3","Thousands",,,54840,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","2010","2010","NBR","Number","3","Thousands",,,54840,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","2011","2011","NBR","Number","3","Thousands",,,55280,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","2012","2012","NBR","Number","3","Thousands",,,55360,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","2013","2013","NBR","Number","3","Thousands",,,55840,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","2014","2014","NBR","Number","3","Thousands",,,56350,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","2015","2015","NBR","Number","3","Thousands",,,56880,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","2016","2016","NBR","Number","3","Thousands",,,57610,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","2017","2017","NBR","Number","3","Thousands",,,58480,,
"JPN","Japan","ADM","Administrative data","EEM","Employees","2018","2018","NBR","Number","3","Thousands",,,59400,,
"AUS","Australia","SVY","Survey data","TUM","Union members","1998","1998","NBR","Number","3","Thousands",,,2045,,
"AUS","Australia","SVY","Survey data","TUM","Union members","1999","1999","NBR","Number","3","Thousands",,,1865,,
"AUS","Australia","SVY","Survey data","TUM","Union members","2000","2000","NBR","Number","3","Thousands",,,1886,,
"AUS","Australia","SVY","Survey data","TUM","Union members","2001","2001","NBR","Number","3","Thousands",,,1885,,
"AUS","Australia","SVY","Survey data","TUM","Union members","2002","2002","NBR","Number","3","Thousands",,,1808,,
"AUS","Australia","SVY","Survey data","TUM","Union members","2003","2003","NBR","Number","3","Thousands",,,1860,,
"AUS","Australia","SVY","Survey data","TUM","Union members","2004","2004","NBR","Number","3","Thousands",,,1847,,
"AUS","Australia","SVY","Survey data","TUM","Union members","2005","2005","NBR","Number","3","Thousands",,,1906,,
"AUS","Australia","SVY","Survey data","TUM","Union members","2006","2006","NBR","Number","3","Thousands",,,1789,,
"AUS","Australia","SVY","Survey data","TUM","Union members","2007","2007","NBR","Number","3","Thousands",,,1701,,
"AUS","Australia","SVY","Survey data","TUM","Union members","2008","2008","NBR","Number","3","Thousands",,,1755,,
"AUS","Australia","SVY","Survey data","TUM","Union members","2009","2009","NBR","Number","3","Thousands",,,1849,,
"AUS","Australia","SVY","Survey data","TUM","Union members","2010","2010","NBR","Number","3","Thousands",,,1772,,
"AUS","Australia","SVY","Survey data","TUM","Union members","2011","2011","NBR","Number","3","Thousands",,,1818,,
"AUS","Australia","SVY","Survey data","TUM","Union members","2012","2012","NBR","Number","3","Thousands",,,1840,,
"AUS","Australia","SVY","Survey data","TUM","Union members","2013","2013","NBR","Number","3","Thousands",,,1736,,
"AUS","Australia","SVY","Survey data","TUM","Union members","2014","2014","NBR","Number","3","Thousands",,,1563,,
"AUS","Australia","SVY","Survey data","TUM","Union members","2016","2016","NBR","Number","3","Thousands",,,1565,,
"AUS","Australia","SVY","Survey data","TUM","Union members","2018","2018","NBR","Number","3","Thousands",,,1552,,
"NLD","Netherlands","SVY","Survey data","TUM","Union members","1998","1998","NBR","Number","3","Thousands",,,1606,,
"NLD","Netherlands","SVY","Survey data","TUM","Union members","1999","1999","NBR","Number","3","Thousands",,,1661,,
"NLD","Netherlands","SVY","Survey data","TUM","Union members","2000","2000","NBR","Number","3","Thousands",,,1596,,
"NLD","Netherlands","SVY","Survey data","TUM","Union members","2001","2001","NBR","Number","3","Thousands",,,1509,,
"NLD","Netherlands","SVY","Survey data","TUM","Union members","2002","2002","NBR","Number","3","Thousands",,,1514,,
"NLD","Netherlands","SVY","Survey data","TUM","Union members","2003","2003","NBR","Number","3","Thousands",,,1475,,
"NLD","Netherlands","SVY","Survey data","TUM","Union members","2004","2004","NBR","Number","3","Thousands",,,1481,,
"NLD","Netherlands","SVY","Survey data","TUM","Union members","2005","2005","NBR","Number","3","Thousands",,,1461,,
"NLD","Netherlands","SVY","Survey data","TUM","Union members","2006","2006","NBR","Number","3","Thousands",,,1440,,
"NLD","Netherlands","SVY","Survey data","TUM","Union members","2007","2007","NBR","Number","3","Thousands",,,1419,,
"NLD","Netherlands","SVY","Survey data","TUM","Union members","2008","2008","NBR","Number","3","Thousands",,,1404,,
"NLD","Netherlands","SVY","Survey data","TUM","Union members","2009","2009","NBR","Number","3","Thousands",,,1417,,
"NLD","Netherlands","SVY","Survey data","TUM","Union members","2010","2010","NBR","Number","3","Thousands",,,1325,,
"NLD","Netherlands","SVY","Survey data","TUM","Union members","2011","2011","NBR","Number","3","Thousands",,,1292,,
"NLD","Netherlands","SVY","Survey data","TUM","Union members","2012","2012","NBR","Number","3","Thousands",,,1262,,
"NLD","Netherlands","SVY","Survey data","TUM","Union members","2013","2013","NBR","Number","3","Thousands",,,1235,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","1998","1998","NBR","Number","3","Thousands",,,4155,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","1999","1999","NBR","Number","3","Thousands",,,4025,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","2000","2000","NBR","Number","3","Thousands",,,3969,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","2001","2001","NBR","Number","3","Thousands",,,3967,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","2002","2002","NBR","Number","3","Thousands",,,3964,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","2003","2003","NBR","Number","3","Thousands",,,3887,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","2004","2004","NBR","Number","3","Thousands",,,3895,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","2005","2005","NBR","Number","3","Thousands",,,3997,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","2006","2006","NBR","Number","3","Thousands",,,4044,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","2007","2007","NBR","Number","3","Thousands",,,4121,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","2008","2008","NBR","Number","3","Thousands",,,4191,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","2009","2009","NBR","Number","3","Thousands",,,4102,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","2010","2010","NBR","Number","3","Thousands",,,4013,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","2011","2011","NBR","Number","3","Thousands",,,3989,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","2012","2012","NBR","Number","3","Thousands",,,3986,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","2013","2013","NBR","Number","3","Thousands",,,4051,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","2014","2014","NBR","Number","3","Thousands",,,4074,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","2015","2015","NBR","Number","3","Thousands",,,4161,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","2016","2016","NBR","Number","3","Thousands",,,4251,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","2017","2017","NBR","Number","3","Thousands",,,4322,,
"CZE","Czech Republic","ADM","Administrative data","EEM","Employees","2018","2018","NBR","Number","3","Thousands",,,4389,,
"USA","United States","SVY","Survey data","EEM","Employees","1998","1998","NBR","Number","3","Thousands",,,121019,,
"USA","United States","SVY","Survey data","EEM","Employees","1999","1999","NBR","Number","3","Thousands",,,123267,,
"USA","United States","SVY","Survey data","EEM","Employees","2000","2000","NBR","Number","3","Thousands",,,126535,,
"USA","United States","SVY","Survey data","EEM","Employees","2001","2001","NBR","Number","3","Thousands",,,126690,,
"USA","United States","SVY","Survey data","EEM","Employees","2002","2002","NBR","Number","3","Thousands",,,126438,,
"USA","United States","SVY","Survey data","EEM","Employees","2003","2003","NBR","Number","3","Thousands",,,127314,,
"USA","United States","SVY","Survey data","EEM","Employees","2004","2004","NBR","Number","3","Thousands",,,128705,,
"USA","United States","SVY","Survey data","EEM","Employees","2005","2005","NBR","Number","3","Thousands",,,131143,,
"USA","United States","SVY","Survey data","EEM","Employees","2006","2006","NBR","Number","3","Thousands",,,133736,,
"USA","United States","SVY","Survey data","EEM","Employees","2007","2007","NBR","Number","3","Thousands",,,135503,,
"USA","United States","SVY","Survey data","EEM","Employees","2008","2008","NBR","Number","3","Thousands",,,135161,,
"USA","United States","SVY","Survey data","EEM","Employees","2009","2009","NBR","Number","3","Thousands",,,129955,,
"USA","United States","SVY","Survey data","EEM","Employees","2010","2010","NBR","Number","3","Thousands",,,129267,,
"USA","United States","SVY","Survey data","EEM","Employees","2011","2011","NBR","Number","3","Thousands",,,130314,,
"USA","United States","SVY","Survey data","EEM","Employees","2012","2012","NBR","Number","3","Thousands",,,132829,,
"USA","United States","SVY","Survey data","EEM","Employees","2013","2013","NBR","Number","3","Thousands",,,134421,,
"USA","United States","SVY","Survey data","EEM","Employees","2014","2014","NBR","Number","3","Thousands",,,136861,,
"USA","United States","SVY","Survey data","EEM","Employees","2015","2015","NBR","Number","3","Thousands",,,139225,,
"USA","United States","SVY","Survey data","EEM","Employees","2016","2016","NBR","Number","3","Thousands",,,141744,,
"USA","United States","SVY","Survey data","EEM","Employees","2017","2017","NBR","Number","3","Thousands",,,143736,,
"USA","United States","SVY","Survey data","EEM","Employees","2018","2018","NBR","Number","3","Thousands",,,145958,,
"KOR","Korea","SVY","Survey data","EEM","Employees","2003","2003","NBR","Number","3","Thousands",,,14195,,
"KOR","Korea","SVY","Survey data","EEM","Employees","2004","2004","NBR","Number","3","Thousands",,,14618,,
"KOR","Korea","SVY","Survey data","EEM","Employees","2005","2005","NBR","Number","3","Thousands",,,14948,,
"KOR","Korea","SVY","Survey data","EEM","Employees","2006","2006","NBR","Number","3","Thousands",,,15420,,
"KOR","Korea","SVY","Survey data","EEM","Employees","2007","2007","NBR","Number","3","Thousands",,,16006,,
"KOR","Korea","SVY","Survey data","EEM","Employees","2008","2008","NBR","Number","3","Thousands",,,16258,,
"KOR","Korea","SVY","Survey data","EEM","Employees","2009","2009","NBR","Number","3","Thousands",,,16609,,
"KOR","Korea","SVY","Survey data","EEM","Employees","2010","2010","NBR","Number","3","Thousands",,,17189,,
"KOR","Korea","SVY","Survey data","EEM","Employees","2011","2011","NBR","Number","3","Thousands",,,17715,,
"KOR","Korea","SVY","Survey data","EEM","Employees","2012","2012","NBR","Number","3","Thousands",,,17941,,
"KOR","Korea","SVY","Survey data","EEM","Employees","2013","2013","NBR","Number","3","Thousands",,,18403,,
"KOR","Korea","SVY","Survey data","EEM","Employees","2014","2014","NBR","Number","3","Thousands",,,18992,,
"KOR","Korea","SVY","Survey data","EEM","Employees","2015","2015","NBR","Number","3","Thousands",,,19475,,
"KOR","Korea","SVY","Survey data","EEM","Employees","2016","2016","NBR","Number","3","Thousands",,,19743,,
"KOR","Korea","SVY","Survey data","EEM","Employees","2017","2017","NBR","Number","3","Thousands",,,20006,,
"CHE","Switzerland","ADM","Administrative data","TUM","Union members","1998","1998","NBR","Number","3","Thousands",,,746,,
"CHE","Switzerland","ADM","Administrative data","TUM","Union members","1999","1999","NBR","Number","3","Thousands",,,732,,
"CHE","Switzerland","ADM","Administrative data","TUM","Union members","2000","2000","NBR","Number","3","Thousands",,,719,,
"CHE","Switzerland","ADM","Administrative data","TUM","Union members","2001","2001","NBR","Number","3","Thousands",,,717,,
"CHE","Switzerland","ADM","Administrative data","TUM","Union members","2002","2002","NBR","Number","3","Thousands",,,732,,
"CHE","Switzerland","ADM","Administrative data","TUM","Union members","2003","2003","NBR","Number","3","Thousands",,,735,,
"CHE","Switzerland","ADM","Administrative data","TUM","Union members","2004","2004","NBR","Number","3","Thousands",,,724,,
"CHE","Switzerland","ADM","Administrative data","TUM","Union members","2005","2005","NBR","Number","3","Thousands",,,724,,
"CHE","Switzerland","ADM","Administrative data","TUM","Union members","2006","2006","NBR","Number","3","Thousands",,,721,,
"CHE","Switzerland","ADM","Administrative data","TUM","Union members","2007","2007","NBR","Number","3","Thousands",,,721,,
"CHE","Switzerland","ADM","Administrative data","TUM","Union members","2008","2008","NBR","Number","3","Thousands",,,707,,
